transaction_id,product,region,amount,quantity,discount,year,month
8741,Tablet,East,49247.0,5.0,0.39,2018,11
5163,PHONE,North,38455.0,7.0,0.35,2019,10
7348,laptop,South,12993.0,18.0,0.26,2023,5
15507,LAPTOP,Central,25687.0,10.0,0.14,2021,10
12340,Phone,East,30389.0,12.0,0.4,2020,12
14807,Tablet,Central,26974.0,18.0,0.14,2018,11
6633,phone,South,23679.0,14.0,0.31,2021,5
5277,Phone,North,42725.0,5.0,0.45,2021,12
10369,phone,East,45513.0,7.0,0.15,2023,3
11658,laptop,East,15427.0,14.0,0.46,2021,7
16655,phone,Central,1876.0,2.0,0.5,2021,12
16117,LAPTOP,South,27168.0,19.0,0.26,2020,5
16040,laptop,Central,44707.0,13.0,0.29,2018,4
8006,laptop,South,10288.0,1.0,0.26,2023,6
7732,Laptop,Central,16690.0,9.0,0.07,2023,10
9969,phone,Central,17659.0,9.0,0.47,2023,3
16743,laptop,West,5964.0,12.0,0.2,2021,8
5582,Phone,Central,9612.0,13.0,0.25,2020,11
6513,LAPTOP,West,3670.0,14.0,0.17,2021,4
14295,Phone,West,40769.0,11.0,0.38,2018,12
7963,Laptop,South,36307.0,15.0,0.2,2020,8
6011,Tablet,North,9539.0,13.0,0.28,2023,10
13289,Laptop,West,13090.0,5.0,0.3,2021,2
12664,Phone,East,46479.0,15.0,0.15,2022,4
10151,Tablet,Central,47274.0,10.0,0.24,2021,2
14344,Laptop,North,,11.0,0.28,2019,9
6198,Phone,North,26783.0,16.0,0.0,2023,10
5887,LAPTOP,North,38697.0,8.0,0.19,2021,2
12373,Tablet,North,31784.0,1.0,0.49,2020,11
10177,PHONE,East,38879.0,17.0,0.45,2021,5
9389,laptop,Central,13431.0,11.0,0.2,2021,12
14189,tablet,South,3302.0,3.0,0.03,2020,7
10055,Laptop,North,7237.0,8.0,0.44,2019,9
8520,phone,South,44260.0,9.0,0.04,2020,3
14727,tablet,West,,19.0,0.26,2022,8
14084,laptop,Central,22638.0,5.0,0.5,2021,4
7819,Laptop,North,49217.0,2.0,0.0,2022,2
5161,phone,Central,1651.0,8.0,0.04,2022,6
5586,tablet,West,17104.0,3.0,0.31,2021,8
5679,phone,South,16158.0,10.0,0.5,2018,7
13619,tablet,East,34668.0,17.0,0.31,2021,5
12087,Laptop,South,32409.0,7.0,0.17,2021,2
15347,LAPTOP,Central,20450.0,1.0,0.08,2018,4
8569,laptop,West,3434.0,13.0,0.49,2019,10
7394,Phone,Central,27954.0,8.0,0.38,2018,7
5898,Tablet,Central,45629.0,10.0,0.1,2023,11
11515,Laptop,West,39848.0,11.0,0.14,2022,9
16565,PHONE,East,1521.0,10.0,0.34,2022,2
7890,tablet,Central,18162.0,1.0,0.31,2018,9
15899,Tablet,East,46808.0,15.0,0.14,2020,8
14894,Tablet,Central,47876.0,16.0,0.22,2021,3
11350,laptop,East,48069.0,8.0,0.01,2021,12
15367,phone,East,44853.0,5.0,0.03,2019,9
10690,tablet,South,32859.0,3.0,0.39,2022,10
14611,Tablet,North,,14.0,0.11,2020,4
7445,phone,South,4323.0,11.0,0.38,2019,12
8369,tablet,North,9631.0,16.0,0.27,2020,6
10968,PHONE,West,39065.0,8.0,0.27,2020,5
8559,Laptop,East,29133.0,2.0,0.47,2019,1
13079,Laptop,North,30855.0,16.0,0.25,2021,12
7810,Laptop,East,12438.0,3.0,0.05,2023,7
10421,PHONE,East,18662.0,17.0,0.41,2023,7
8915,PHONE,Central,20656.0,18.0,0.23,2022,10
13055,PHONE,Central,48438.0,16.0,0.41,2020,6
11622,Laptop,Central,8541.0,10.0,0.39,2023,8
14114,phone,North,3606.0,-10.0,0.15,2022,6
8075,LAPTOP,East,2330.0,17.0,0.23,2018,8
7738,LAPTOP,West,36975.0,3.0,0.4,2019,1
8261,Tablet,West,14700.0,1.0,0.02,2022,5
6080,phone,West,10408.0,15.0,0.2,2020,11
6419,laptop,Central,30744.0,1.0,0.42,2023,4
11576,Phone,West,,18.0,0.4,2021,12
15407,tablet,North,41548.0,8.0,0.21,2019,10
6250,laptop,Central,35515.0,8.0,0.05,2021,6
12864,Laptop,East,11590.0,8.0,0.18,2020,7
16094,tablet,North,24893.0,18.0,,2019,9
10620,LAPTOP,Central,36458.0,10.0,0.13,2020,11
8476,laptop,South,27828.0,9.0,0.33,2021,8
12081,Phone,East,43516.0,10.0,0.1,2019,1
15674,laptop,East,15458.0,1.0,0.14,2023,2
7015,LAPTOP,Central,45218.0,19.0,0.05,2020,10
5109,LAPTOP,Central,12089.0,11.0,0.35,2019,5
10814,PHONE,Central,37096.0,12.0,0.46,2021,5
9687,Laptop,West,26736.0,8.0,0.46,2021,5
12394,tablet,Central,22266.0,6.0,0.17,2019,3
10552,Tablet,East,2017.0,12.0,0.3,2022,12
12169,tablet,West,36574.0,7.0,0.15,2019,5
14388,Phone,West,18199.0,13.0,0.29,2019,9
6029,Tablet,North,10302.0,15.0,0.13,2018,10
13165,Tablet,South,17719.0,13.0,0.35,2018,4
16370,laptop,West,37937.0,14.0,0.47,2022,9
16891,phone,West,48701.0,19.0,0.07,2022,4
7805,PHONE,South,31061.0,15.0,0.38,2021,9
8460,Phone,East,23702.0,8.0,0.29,2023,12
8907,Phone,East,42692.0,17.0,0.11,2019,9
8925,Tablet,West,38017.0,11.0,0.4,2022,2
10595,laptop,West,17578.0,19.0,0.38,2021,10
5149,tablet,North,4215.0,15.0,0.17,2020,4
12853,Phone,North,4100.0,19.0,0.29,2018,1
7154,Laptop,East,48228.0,14.0,0.28,2019,7
9090,laptop,Central,47535.0,15.0,0.46,2020,6
12772,Tablet,East,36837.0,15.0,0.2,2021,7
12078,Tablet,North,10902.0,1.0,0.26,2020,7
13569,phone,North,,19.0,0.16,2020,8
10816,PHONE,North,48922.0,7.0,0.25,2021,2
15068,Phone,North,27775.0,16.0,0.25,2019,10
10044,laptop,Central,15753.0,11.0,0.23,2018,4
6350,Laptop,Central,42679.0,13.0,0.49,2018,11
16896,Phone,Central,17696.0,13.0,0.3,2018,2
16368,Phone,North,45718.0,17.0,0.43,2023,8
11262,laptop,West,31319.0,7.0,0.4,2019,1
8972,laptop,Central,20115.0,4.0,0.4,2018,3
15943,Phone,West,21707.0,5.0,0.01,2021,3
5174,Tablet,South,22153.0,4.0,0.02,2022,11
8360,laptop,East,17972.0,1.0,0.08,2023,12
10720,Laptop,South,30943.0,14.0,,2023,10
12851,Laptop,South,27994.0,4.0,0.14,2023,12
11433,tablet,Central,38911.0,1.0,0.12,2022,6
10776,PHONE,,9785.0,14.0,0.35,2021,9
16235,Phone,West,11989.0,19.0,0.28,2022,8
15316,PHONE,Central,21770.0,13.0,0.47,2019,8
14051,tablet,West,3399.0,11.0,0.15,2020,4
7048,tablet,Central,23410.0,18.0,0.43,2021,9
8009,Laptop,East,49094.0,18.0,0.37,2019,6
8292,Tablet,Central,39607.0,11.0,0.43,2023,7
10305,phone,East,32716.0,1.0,0.35,2018,8
8514,PHONE,South,6475.0,11.0,0.06,2018,10
6233,laptop,West,8917.0,5.0,0.16,2019,6
9006,Laptop,South,39492.0,6.0,0.32,2023,9
10238,laptop,East,46477.0,18.0,0.37,2021,8
10981,Phone,East,35018.0,9.0,0.04,2019,8
8955,laptop,North,9552.0,7.0,0.25,2019,2
13333,phone,Central,43432.0,3.0,0.12,2018,7
15883,laptop,West,42650.0,7.0,0.32,2019,12
15168,laptop,West,22372.0,6.0,0.15,2022,3
16249,PHONE,Central,29313.0,1.0,0.34,2018,5
7972,tablet,East,48283.0,8.0,0.05,2020,4
5248,tablet,West,9730.0,13.0,,2022,4
6306,Laptop,East,25330.0,13.0,0.09,2018,7
16147,Tablet,West,18033.0,10.0,0.35,2023,3
15366,LAPTOP,Central,25384.0,12.0,0.42,2020,12
14000,tablet,West,32345.0,9.0,0.06,2021,7
11624,LAPTOP,Central,20748.0,4.0,0.38,2022,9
13406,PHONE,Central,15792.0,3.0,0.24,2023,9
14595,laptop,South,1166.0,3.0,0.19,2023,6
14915,Tablet,West,20756.0,17.0,0.21,2019,9
14039,Tablet,North,44640.0,7.0,0.05,2018,10
11730,Tablet,Central,5067.0,12.0,0.02,2021,4
15840,laptop,North,9578.0,19.0,0.05,2018,8
6188,LAPTOP,North,40467.0,14.0,0.32,2021,5
6082,laptop,West,31719.0,15.0,0.37,2022,2
10381,PHONE,West,3844.0,8.0,0.18,2023,2
16088,LAPTOP,South,45599.0,16.0,0.06,2021,11
8235,Phone,Central,10978.0,16.0,0.39,2018,1
10717,Laptop,South,5634.0,4.0,,2018,1
14248,Phone,West,9353.0,18.0,0.12,2021,8
6075,Phone,West,42448.0,6.0,0.17,2021,9
16561,laptop,North,48425.0,11.0,0.26,2021,8
6966,PHONE,West,11576.0,2.0,0.43,2019,6
6658,tablet,South,6096.0,8.0,,2020,10
8974,PHONE,North,7660.0,5.0,0.16,2019,11
14630,phone,East,22992.0,7.0,0.38,2023,1
5319,phone,West,43695.0,1.0,0.46,2018,4
11308,tablet,North,32014.0,5.0,0.48,2023,10
14924,LAPTOP,East,22627.0,2.0,0.05,2022,7
9393,tablet,South,48959.0,18.0,0.43,2018,3
8852,Tablet,South,46773.0,16.0,0.21,2018,7
11504,laptop,West,34010.0,500.0,0.4,2021,8
7992,PHONE,Central,39073.0,19.0,0.24,2021,10
6920,laptop,West,2612.0,-10.0,0.44,2021,5
16721,phone,South,3005.0,14.0,0.31,2022,1
15897,LAPTOP,West,809.0,13.0,0.08,2018,10
14852,Laptop,East,15098.0,11.0,0.39,2020,5
10987,phone,,37245.0,5.0,0.21,2023,9
6441,LAPTOP,East,16786.0,9.0,0.15,2023,12
14502,Phone,Central,41739.0,4.0,0.37,2021,8
12479,laptop,East,42728.0,10.0,0.43,2021,8
11647,Laptop,South,36813.0,15.0,0.27,2020,10
14348,PHONE,East,34441.0,18.0,0.3,2019,3
13222,Phone,South,12527.0,9.0,0.08,2021,4
13958,PHONE,South,43906.0,19.0,0.23,2022,9
9487,phone,Central,40676.0,5.0,0.07,2023,7
7893,laptop,East,,18.0,0.04,2022,8
13347,LAPTOP,Central,7623.0,1.0,0.09,2021,2
12882,Laptop,Central,33704.0,14.0,,2023,12
12911,PHONE,West,44052.0,9.0,0.23,2022,6
11667,PHONE,Central,48711.0,18.0,0.1,2018,9
7699,LAPTOP,South,21811.0,5.0,0.14,2020,6
10684,tablet,West,19054.0,12.0,0.28,2023,9
7705,Tablet,South,2587.0,9.0,0.02,2018,10
13052,LAPTOP,Central,34961.0,7.0,0.4,2020,11
8142,tablet,North,37410.0,7.0,0.4,2019,10
15787,Phone,Central,42709.0,15.0,0.03,2023,5
11703,Phone,North,2170.0,14.0,0.31,2022,12
12025,tablet,West,39780.0,4.0,0.48,2023,5
6984,LAPTOP,East,39831.0,11.0,0.11,2020,8
6066,tablet,North,35851.0,13.0,0.07,2018,5
5023,PHONE,North,17928.0,12.0,0.18,2022,9
12291,phone,West,17048.0,6.0,0.5,2020,10
11543,LAPTOP,North,36638.0,17.0,0.13,2018,3
12197,laptop,North,26922.0,5.0,0.39,2022,3
6666,Phone,North,31663.0,15.0,0.49,2021,8
14012,PHONE,West,3915.0,19.0,0.34,2022,8
7568,Tablet,North,24972.0,9.0,0.14,2020,9
11398,phone,South,,18.0,0.29,2023,9
5617,Laptop,Central,2271.0,2.0,0.35,2018,4
12451,Laptop,,20968.0,6.0,0.28,2020,7
12099,phone,East,14653.0,19.0,0.01,2023,2
15654,LAPTOP,North,7810.0,5.0,0.21,2021,12
14327,laptop,North,36076.0,11.0,0.21,2019,12
6371,Phone,East,34199.0,15.0,0.23,2020,12
6157,Laptop,South,41831.0,15.0,0.32,2020,2
15114,LAPTOP,North,12056.0,15.0,0.01,2021,11
5913,Tablet,East,32338.0,9.0,0.47,2023,5
15843,Tablet,West,36012.0,16.0,0.35,2021,6
8161,PHONE,North,20128.0,13.0,0.18,2019,6
14185,Phone,East,7849.0,5.0,0.3,2019,6
11911,tablet,Central,36122.0,6.0,0.1,2023,3
8564,laptop,East,42995.0,6.0,0.37,2022,4
10570,Phone,West,21506.0,10.0,0.11,2020,8
6859,phone,North,41099.0,13.0,0.36,2023,11
12182,PHONE,East,26161.0,18.0,0.25,2023,5
12464,Phone,West,36754.0,5.0,0.49,2023,5
5814,PHONE,North,13788.0,12.0,0.44,2023,8
13503,PHONE,East,10722.0,1.0,0.09,2018,5
13209,Laptop,Central,,14.0,0.22,2019,7
9104,Laptop,North,10040.0,19.0,0.46,2023,2
5874,Phone,South,8653.0,10.0,0.0,2021,7
15386,phone,South,14027.0,1.0,0.45,2019,7
7625,Laptop,East,5097.0,6.0,0.25,2018,10
10154,phone,South,23486.0,15.0,0.32,2022,3
12315,Tablet,Central,30823.0,3.0,0.32,2022,3
13152,phone,East,31491.0,6.0,0.34,2018,12
15808,laptop,South,46213.0,5.0,0.29,2021,1
8093,laptop,West,32510.0,1.0,0.19,2022,1
6710,laptop,West,25669.0,17.0,0.06,2022,4
7006,LAPTOP,North,,9.0,0.21,2019,11
7745,phone,Central,48284.0,3.0,0.27,2022,10
15719,Tablet,South,27249.0,9.0,0.39,2023,12
13444,tablet,Central,39735.0,12.0,0.47,2022,10
10775,Phone,North,1479.0,16.0,0.22,2021,6
10433,laptop,East,8767.0,11.0,0.49,2021,3
15949,laptop,East,32135.0,3.0,0.42,2018,12
11160,LAPTOP,East,12744.0,11.0,0.3,2022,7
16654,Phone,West,26534.0,3.0,0.48,2021,2
6711,PHONE,South,35191.0,7.0,0.39,2020,11
16771,laptop,Central,7103.0,1.0,0.22,2019,2
11362,Phone,East,10773.0,1.0,0.35,2023,8
11483,Phone,Central,8626.0,2.0,0.24,2022,8
12133,tablet,East,23299.0,7.0,0.5,2021,3
16841,PHONE,East,49425.0,4.0,0.33,2023,1
7217,Laptop,East,11394.0,8.0,0.49,2021,10
11963,Tablet,South,10580.0,16.0,0.14,2020,7
15755,laptop,South,39489.0,19.0,0.24,2021,6
13110,LAPTOP,West,16676.0,1.0,0.16,2023,6
14864,Laptop,Central,38837.0,12.0,0.21,2022,7
15304,laptop,South,15684.0,19.0,0.45,2022,9
7344,tablet,East,33551.0,1.0,0.2,2023,3
16232,LAPTOP,East,820.0,9.0,0.15,2021,7
6589,laptop,West,24887.0,19.0,0.28,2018,10
14319,phone,Central,49781.0,11.0,0.16,2019,9
9298,tablet,Central,38169.0,13.0,0.31,2023,12
5107,Laptop,Central,2735.0,1.0,0.14,2018,2
7110,Phone,Central,14952.0,14.0,0.15,2020,3
9084,tablet,East,33434.0,19.0,0.38,2019,3
6308,tablet,West,30502.0,4.0,,2018,6
9436,Tablet,South,43412.0,5.0,0.15,2020,5
15151,laptop,East,31158.0,6.0,0.35,2023,12
10736,Laptop,East,18314.0,14.0,0.02,2021,11
16884,LAPTOP,West,24113.0,1.0,0.19,2019,8
5552,PHONE,Central,20883.0,17.0,0.34,2021,7
7377,PHONE,North,46875.0,6.0,0.02,2020,3
6120,laptop,West,5989.0,6.0,0.16,2018,2
15187,Tablet,South,11500.0,9.0,0.13,2021,1
16084,Phone,West,14111.0,4.0,0.01,2018,4
14274,LAPTOP,North,14257.0,3.0,0.24,2018,9
16401,laptop,Central,30125.0,17.0,0.07,2021,2
16642,Laptop,West,42242.0,7.0,0.3,2022,11
7940,phone,North,49728.0,15.0,0.18,2022,6
15055,Tablet,East,42110.0,10.0,0.35,2020,11
5020,LAPTOP,South,29824.0,11.0,0.27,2018,11
12201,laptop,West,6472.0,3.0,0.38,2019,2
8249,tablet,East,35790.0,6.0,0.03,2020,5
15665,Phone,North,46371.0,4.0,0.46,2020,9
10543,laptop,North,17891.0,19.0,0.49,2021,12
12289,LAPTOP,Central,28366.0,-1.0,0.24,2022,4
8813,Laptop,West,37632.0,2.0,0.45,2020,2
5487,laptop,Central,49904.0,16.0,0.28,2023,6
16285,LAPTOP,North,22024.0,3.0,0.36,2019,4
13881,PHONE,East,39610.0,1.0,0.26,2022,6
15732,Phone,West,6619.0,1.0,0.47,2019,9
14810,Tablet,Central,40082.0,10.0,0.26,2019,2
16611,tablet,South,22410.0,10.0,0.01,2018,10
12256,Phone,South,23579.0,12.0,0.44,2021,6
11696,laptop,South,38925.0,19.0,0.23,2022,10
5683,LAPTOP,Central,15263.0,9.0,0.32,2020,1
13566,laptop,West,41367.0,14.0,0.04,2022,11
16353,Laptop,South,13059.0,15.0,0.43,2018,8
10642,Tablet,West,20255.0,14.0,0.43,2023,6
14955,LAPTOP,East,10189.0,8.0,0.09,2019,8
12747,LAPTOP,North,29917.0,7.0,0.46,2020,7
8469,laptop,South,,9.0,0.24,2023,8
6676,Phone,East,48373.0,1.0,0.08,2020,1
9795,laptop,East,37160.0,12.0,0.33,2023,6
7081,phone,East,29803.0,2.0,0.38,2021,7
16437,phone,South,32499.0,13.0,0.42,2021,10
12010,Laptop,North,22872.0,10.0,0.21,2021,5
14453,LAPTOP,South,31122.0,19.0,0.49,2022,3
11056,tablet,West,44621.0,12.0,0.42,2019,8
9433,laptop,North,20759.0,18.0,0.19,2018,6
8773,phone,Central,31967.0,15.0,0.03,2020,7
8990,Tablet,Central,15564.0,19.0,0.42,2019,9
7315,laptop,North,15695.0,1.0,0.46,2019,3
15439,Laptop,South,46781.0,2.0,0.05,2019,6
11530,LAPTOP,North,34964.0,11.0,0.39,2019,9
9710,Laptop,Central,7489.0,7.0,,2021,1
9678,Laptop,North,36530.0,6.0,0.24,2022,1
10780,Phone,Central,15157.0,12.0,0.46,2023,6
15890,phone,East,43783.0,-10.0,0.3,2018,7
5619,phone,Central,42715.0,12.0,0.36,2020,12
15003,LAPTOP,South,31317.0,1.0,0.49,2021,7
12189,LAPTOP,East,41975.0,12.0,0.15,2023,9
7424,phone,North,5891.0,4.0,0.39,2023,1
12543,Phone,East,39522.0,19.0,0.13,2019,1
14157,LAPTOP,East,45045.0,15.0,0.18,2018,9
14487,LAPTOP,Central,38674.0,6.0,0.15,2021,9
8629,laptop,South,10631.0,9.0,0.37,2023,5
5821,Tablet,Central,20739.0,-10.0,0.32,2018,5
6809,LAPTOP,West,41641.0,16.0,0.1,2023,3
5750,Laptop,North,10720.0,10.0,0.04,2021,4
11242,phone,Central,42993.0,18.0,0.28,2021,1
5940,Tablet,East,29886.0,4.0,0.24,2020,10
14867,PHONE,South,18394.0,6.0,0.11,2022,3
15584,Phone,North,28239.0,7.0,0.22,2019,4
5612,Laptop,South,46370.0,15.0,0.5,2023,12
15278,laptop,North,30800.0,15.0,0.04,2018,3
13639,Phone,South,43098.0,18.0,0.11,2018,11
5833,laptop,West,32454.0,14.0,0.49,2022,8
15646,tablet,North,9189.0,5.0,0.35,2021,1
16154,Tablet,Central,2674.0,12.0,0.14,2021,6
12134,tablet,East,5556.0,17.0,0.03,2020,5
14442,Phone,South,46134.0,5.0,0.27,2021,5
14099,phone,South,44275.0,14.0,0.45,2021,1
16030,laptop,North,18616.0,15.0,0.07,2021,9
9877,PHONE,Central,29283.0,16.0,0.03,2018,2
12625,laptop,East,45093.0,2.0,0.44,2023,12
8385,laptop,South,26619.0,10.0,0.31,2020,11
16049,PHONE,North,12503.0,10.0,0.43,2019,12
11837,phone,East,30320.0,2.0,0.12,2022,3
15524,LAPTOP,West,13231.0,19.0,0.41,2021,8
11410,PHONE,North,15139.0,9.0,0.47,2018,12
5275,PHONE,East,13803.0,8.0,0.47,2023,8
10397,PHONE,South,32654.0,15.0,0.08,2022,7
5722,PHONE,Central,23183.0,16.0,0.21,2021,6
8732,LAPTOP,East,14531.0,12.0,0.3,2018,7
9973,Tablet,West,5305.0,11.0,0.17,2022,1
10122,phone,Central,3144.0,10.0,0.3,2021,7
15084,phone,North,5943.0,16.0,0.47,2021,11
16046,LAPTOP,East,23696.0,6.0,0.21,2021,9
14403,Tablet,North,48244.0,8.0,0.46,2022,1
11095,phone,South,48294.0,1.0,0.17,2018,10
16000,LAPTOP,,31003.0,3.0,0.34,2019,3
15454,LAPTOP,South,13574.0,6.0,0.45,2021,5
16788,tablet,South,,9.0,0.35,2022,11
16070,Tablet,East,9675.0,4.0,,2022,10
8323,laptop,West,2047.0,12.0,0.38,2018,12
5388,tablet,Central,19089.0,7.0,0.44,2023,1
6257,tablet,West,35932.0,15.0,0.42,2021,1
10691,LAPTOP,North,36911.0,8.0,0.43,2019,1
5097,Laptop,West,35545.0,17.0,0.04,2023,3
7380,Phone,West,7854.0,19.0,0.01,2018,2
12349,PHONE,West,44591.0,8.0,0.45,2018,7
8646,Laptop,North,30917.0,7.0,0.46,2023,8
8336,phone,Central,25025.0,1.0,0.27,2020,5
13571,phone,Central,18433.0,-5.0,0.44,2020,7
5249,laptop,Central,32775.0,4.0,0.44,2019,5
5145,phone,South,23217.0,18.0,0.01,2022,12
14905,Tablet,West,25163.0,9.0,0.19,2023,3
10704,Tablet,South,40782.0,13.0,0.13,2022,8
5848,LAPTOP,West,37017.0,16.0,0.07,2022,11
8226,Tablet,South,43146.0,3.0,0.4,2018,7
6905,Phone,Central,8601.0,12.0,0.32,2021,6
5142,PHONE,South,22406.0,2.0,0.46,2023,4
13325,Phone,Central,7884.0,18.0,0.41,2021,8
11092,LAPTOP,East,48066.0,15.0,0.08,2023,7
11535,Tablet,North,20171.0,13.0,0.05,2020,2
16115,Tablet,East,30327.0,17.0,0.46,2021,12
10019,laptop,North,27259.0,17.0,0.31,2019,12
10333,Laptop,Central,33501.0,9.0,0.48,2023,1
9772,LAPTOP,North,36697.0,1.0,0.09,2022,11
16422,Tablet,South,34449.0,2.0,0.45,2021,10
6192,phone,West,25654.0,18.0,0.06,2021,12
9445,laptop,South,44170.0,10.0,0.16,2021,2
10577,Tablet,South,14979.0,19.0,0.11,2018,6
5752,phone,West,18347.0,13.0,0.13,2023,2
13245,Laptop,East,2617.0,2.0,0.27,2020,4
8214,laptop,North,6604.0,8.0,0.32,2022,9
16834,Phone,West,40320.0,4.0,0.21,2022,12
16481,tablet,North,42332.0,13.0,0.4,2023,1
14427,Laptop,North,44896.0,4.0,0.38,2023,5
8463,tablet,West,3721.0,13.0,0.12,2018,12
13039,LAPTOP,North,1962.0,18.0,0.32,2019,7
15827,Phone,North,49812.0,11.0,0.28,2021,11
12245,phone,East,46243.0,3.0,0.34,2023,6
15651,LAPTOP,East,12818.0,9.0,0.07,2018,2
10659,Laptop,East,45052.0,4.0,0.17,2018,12
12202,tablet,Central,19786.0,19.0,0.14,2021,5
16336,tablet,North,40441.0,10.0,0.27,2021,8
14653,phone,East,48350.0,15.0,0.45,2018,5
9242,Laptop,Central,1816.0,19.0,0.04,2019,9
13973,phone,Central,10731.0,16.0,0.18,2022,4
15569,tablet,East,24274.0,15.0,0.23,2018,4
7546,LAPTOP,North,9044.0,5.0,0.18,2022,5
13204,Phone,Central,18148.0,13.0,0.4,2019,1
15648,Phone,South,5661.0,9.0,0.48,2020,10
7827,phone,North,10947.0,18.0,0.05,2018,9
10742,LAPTOP,North,24471.0,2.0,0.41,2022,5
15970,tablet,Central,19568.0,13.0,0.23,2021,4
8369,tablet,North,9631.0,16.0,0.27,2020,6
8027,phone,Central,10743.0,15.0,0.45,2018,9
7352,Tablet,South,18854.0,19.0,0.13,2023,11
16159,Phone,Central,10246.0,4.0,0.15,2021,9
8763,phone,Central,4734.0,18.0,0.12,2018,9
14238,phone,West,49677.0,4.0,0.36,2020,1
11346,phone,West,12272.0,17.0,0.06,2020,11
6181,Phone,Central,49399.0,2.0,0.34,2023,4
13295,Phone,Central,12618.0,7.0,0.03,2021,9
12341,tablet,North,30429.0,11.0,0.21,2020,5
14588,phone,Central,22606.0,1.0,0.13,2020,11
16878,Laptop,East,38704.0,16.0,,2022,5
9723,LAPTOP,West,24279.0,17.0,0.29,2022,3
5295,LAPTOP,South,40127.0,1.0,0.48,2023,2
11804,Tablet,East,37087.0,3.0,0.22,2019,10
9778,laptop,North,37419.0,12.0,0.33,2022,11
10316,laptop,North,,14.0,0.45,2023,1
9406,Laptop,North,36340.0,11.0,0.47,2018,11
14558,Phone,North,1846.0,1.0,0.12,2023,10
11390,Tablet,South,40233.0,8.0,0.1,2018,11
7533,tablet,Central,7488.0,2.0,0.48,2018,1
14605,tablet,Central,5228.0,14.0,0.4,2022,5
16618,Phone,Central,5718.0,2.0,0.04,2021,8
16286,LAPTOP,West,37291.0,19.0,0.11,2019,11
11538,tablet,North,40959.0,7.0,0.28,2019,11
7052,laptop,North,22424.0,19.0,0.32,2019,4
9704,LAPTOP,South,18331.0,14.0,0.42,2020,9
15636,Laptop,South,49291.0,7.0,0.09,2023,4
9137,Phone,Central,18158.0,11.0,0.45,2021,9
10471,PHONE,South,20639.0,10.0,0.22,2020,4
8163,LAPTOP,West,16582.0,5.0,0.4,2023,8
7656,tablet,East,45410.0,14.0,0.16,2023,2
15585,Phone,East,5465.0,19.0,0.09,2023,7
10794,Tablet,North,35487.0,10.0,0.24,2021,8
11787,laptop,Central,33354.0,3.0,0.41,2020,7
9241,Tablet,South,12943.0,7.0,0.28,2020,2
16343,laptop,Central,5308.0,4.0,0.22,2020,1
5889,tablet,East,28934.0,13.0,0.14,2020,4
15701,laptop,North,38438.0,10.0,0.02,2019,6
10259,laptop,East,47584.0,16.0,0.46,2018,6
8588,Phone,East,5750.0,13.0,0.43,2019,8
8959,laptop,Central,6886.0,13.0,0.41,2019,5
5422,laptop,East,,5.0,0.06,2019,1
10295,phone,East,48491.0,10.0,0.44,2020,7
9758,phone,South,15642.0,18.0,0.15,2023,12
9238,Tablet,West,30290.0,9.0,0.25,2023,5
9212,laptop,,29993.0,16.0,0.36,2018,3
11677,laptop,North,41567.0,9.0,0.42,2022,9
11506,LAPTOP,East,37354.0,1.0,0.29,2021,4
9950,PHONE,South,6483.0,6.0,0.3,2018,6
5883,phone,East,8534.0,16.0,0.1,2018,12
6363,LAPTOP,West,2669.0,17.0,0.36,2019,10
5025,Tablet,West,13871.0,5.0,0.25,2018,3
15547,phone,West,16097.0,15.0,0.38,2021,7
8335,Tablet,Central,35300.0,12.0,0.29,2023,3
12240,laptop,West,11966.0,-1.0,0.26,2021,8
6245,LAPTOP,East,47200.0,18.0,0.09,2023,1
16492,LAPTOP,South,12159.0,15.0,0.28,2021,8
10912,laptop,Central,13365.0,11.0,0.36,2020,10
10750,phone,South,5073.0,10.0,0.12,2019,2
8793,PHONE,North,2667.0,6.0,0.21,2023,1
8613,Tablet,South,47694.0,11.0,0.13,2021,11
5614,Laptop,North,4745.0,11.0,0.23,2020,7
8020,tablet,Central,38919.0,-1.0,0.21,2020,3
13959,LAPTOP,East,19744.0,14.0,0.41,2020,6
10600,LAPTOP,Central,43100.0,15.0,0.18,2020,1
12914,phone,Central,17208.0,11.0,0.1,2018,11
7733,LAPTOP,North,7821.0,3.0,0.36,2019,8
6767,PHONE,North,44661.0,1.0,0.06,2019,10
12057,Laptop,West,40706.0,12.0,0.13,2023,2
5742,laptop,South,23025.0,17.0,0.11,2019,10
12457,tablet,East,7862.0,1.0,0.41,2020,10
16396,tablet,South,47429.0,4.0,0.32,2022,7
16942,Tablet,North,8764.0,12.0,0.26,2018,8
16224,Tablet,West,8456.0,15.0,0.05,2023,4
15142,phone,North,16482.0,4.0,0.36,2019,2
13506,phone,North,3004.0,3.0,0.5,2020,6
8683,Phone,West,8317.0,2.0,0.42,2018,11
7427,PHONE,North,33338.0,2.0,0.34,2019,9
13521,laptop,East,39333.0,4.0,0.24,2021,7
11936,Phone,West,,14.0,0.06,2023,3
13076,phone,Central,43060.0,15.0,0.12,2021,6
10317,tablet,West,8694.0,5.0,0.36,2022,7
9476,Tablet,South,2861.0,5.0,0.15,2018,10
14244,laptop,East,37188.0,14.0,0.2,2023,5
12616,Laptop,East,23522.0,16.0,0.35,2020,12
9829,tablet,West,11995.0,6.0,0.06,2018,8
